"WARNING","python.flask.security.audit.directly-returned-format-string.directly-returned-format-string","app/integrations/google/routes.py",91,"Detected Flask route directly returning a formatted string. This is subject to cross-site scripting if user input can reach the string. Consider using the template engine instead and rendering pages with 'render_template()'."
"WARNING","python.flask.security.audit.directly-returned-format-string.directly-returned-format-string","app/security.py",825,"Detected Flask route directly returning a formatted string. This is subject to cross-site scripting if user input can reach the string. Consider using the template engine instead and rendering pages with 'render_template()'."
"WARNING","python.flask.security.audit.directly-returned-format-string.directly-returned-format-string","app/security.py",1895,"Detected Flask route directly returning a formatted string. This is subject to cross-site scripting if user input can reach the string. Consider using the template engine instead and rendering pages with 'render_template()'."
"WARNING","python.flask.security.audit.directly-returned-format-string.directly-returned-format-string","app/url_helpers.py",144,"Detected Flask route directly returning a formatted string. This is subject to cross-site scripting if user input can reach the string. Consider using the template engine instead and rendering pages with 'render_template()'."
"WARNING","javascript.express.security.audit.possible-user-input-redirect.unknown-value-in-redirect","security/fixtures/open-redirect-vulnerable.js",14,"It looks like 'url' is read from user input and it is used to as a redirect. Ensure 'url' is not externally controlled, otherwise this is an open redirect."
"WARNING","javascript.express.security.audit.possible-user-input-redirect.unknown-value-in-redirect","security/fixtures/open-redirect-vulnerable.js",34,"It looks like 'domain' is read from user input and it is used to as a redirect. Ensure 'domain' is not externally controlled, otherwise this is an open redirect."
"WARNING","javascript.express.security.audit.xss.direct-response-write.direct-response-write","security/fixtures/open-redirect-vulnerable.js",48,"Detected directly writing to a Response object from user-defined input. This bypasses any HTML escaping and may expose your application to a Cross-Site-scripting (XSS) vulnerability. Instead, use 'resp.render()' to render safely escaped HTML."
"WARNING","javascript.express.security.audit.xss.direct-response-write.direct-response-write","security/fixtures/open-redirect-vulnerable.js",60,"Detected directly writing to a Response object from user-defined input. This bypasses any HTML escaping and may expose your application to a Cross-Site-scripting (XSS) vulnerability. Instead, use 'resp.render()' to render safely escaped HTML."
"WARNING","javascript.express.security.audit.possible-user-input-redirect.unknown-value-in-redirect","security/fixtures/open-redirect-vulnerable.js",80,"It looks like 'redirectUrl' is read from user input and it is used to as a redirect. Ensure 'redirectUrl' is not externally controlled, otherwise this is an open redirect."
"ERROR","python.flask.security.open-redirect.open-redirect","security/fixtures/open-redirect-vulnerable.py",18,"Data from request is passed to redirect(). This is an open redirect and could be exploited. Consider using 'url_for()' to generate links to known locations. If you must use a URL to unknown pages, consider using 'urlparse()' or similar and checking if the 'netloc' property is the same as your site's host name. See the references for more information."
"ERROR","python.flask.security.open-redirect.open-redirect","security/fixtures/open-redirect-vulnerable.py",37,"Data from request is passed to redirect(). This is an open redirect and could be exploited. Consider using 'url_for()' to generate links to known locations. If you must use a URL to unknown pages, consider using 'urlparse()' or similar and checking if the 'netloc' property is the same as your site's host name. See the references for more information."
"ERROR","python.flask.security.open-redirect.open-redirect","security/fixtures/open-redirect-vulnerable.py",43,"Data from request is passed to redirect(). This is an open redirect and could be exploited. Consider using 'url_for()' to generate links to known locations. If you must use a URL to unknown pages, consider using 'urlparse()' or similar and checking if the 'netloc' property is the same as your site's host name. See the references for more information."
"ERROR","python.flask.security.open-redirect.open-redirect","security/fixtures/open-redirect-vulnerable.py",79,"Data from request is passed to redirect(). This is an open redirect and could be exploited. Consider using 'url_for()' to generate links to known locations. If you must use a URL to unknown pages, consider using 'urlparse()' or similar and checking if the 'netloc' property is the same as your site's host name. See the references for more information."
"WARNING","python.flask.security.audit.debug-enabled.debug-enabled","security/fixtures/open-redirect-vulnerable.py",85,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
